transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME	MG_max	MT_max
T128	TIGR01845	Cellular processes	Detoxification	GO:0009279	cell outer membrane	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	1.1692289800607314	0.7565229841817894
T128	TIGR01845	Cellular processes	Detoxification	GO:0015288	porin activity	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	1.1692289800607314	0.7565229841817894
T128	TIGR01845	Transport and binding proteins	Porins	GO:0006810	transport	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	1.1692289800607314	0.7565229841817894
T128	TIGR01845	Transport and binding proteins	Porins	GO:0009279	cell outer membrane	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	1.1692289800607314	0.7565229841817894
T128	TIGR01845	Transport and binding proteins	Porins	GO:0015288	porin activity	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family	1.1692289800607314	0.7565229841817894
T129	TIGR01192	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	0	0	chvA: glucan exporter ATP-binding protein	0.0009587453887306246	0.00450361817634421
T13	TIGR01191	Protein fate	Protein and peptide secretion and trafficking	0	0	ccmC: heme exporter protein CcmC	3.219831822083504	1.6428690095783245
T13	TIGR01191	Protein fate	Protein and peptide secretion and trafficking	0	0	ccmC: heme exporter protein CcmC	3.219831822083504	1.6428690095783245
T13	TIGR01191	Protein fate	Protein and peptide secretion and trafficking	0	0	ccmC: heme exporter protein CcmC	3.219831822083504	1.6428690095783245
T13	TIGR01191	Transport and binding proteins	Other	0	0	ccmC: heme exporter protein CcmC	3.219831822083504	1.6428690095783245
T13	TIGR01191	Transport and binding proteins	Other	0	0	ccmC: heme exporter protein CcmC	3.219831822083504	1.6428690095783245
T13	TIGR01191	Transport and binding proteins	Other	0	0	ccmC: heme exporter protein CcmC	3.219831822083504	1.6428690095783245
T13	TIGR01189	Protein fate	Protein and peptide secretion and trafficking	GO:0043190	ATP-binding cassette (ABC) transporter complex	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Protein fate	Protein and peptide secretion and trafficking	GO:0043190	ATP-binding cassette (ABC) transporter complex	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Protein fate	Protein and peptide secretion and trafficking	GO:0043190	ATP-binding cassette (ABC) transporter complex	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Protein fate	Protein and peptide secretion and trafficking	GO:0015439	heme-transporting ATPase activity	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Protein fate	Protein and peptide secretion and trafficking	GO:0015439	heme-transporting ATPase activity	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Protein fate	Protein and peptide secretion and trafficking	GO:0015439	heme-transporting ATPase activity	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Protein fate	Protein and peptide secretion and trafficking	GO:0015886	heme transport	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Protein fate	Protein and peptide secretion and trafficking	GO:0015886	heme transport	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Protein fate	Protein and peptide secretion and trafficking	GO:0015886	heme transport	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Transport and binding proteins	Other	GO:0015439	heme-transporting ATPase activity	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Transport and binding proteins	Other	GO:0015439	heme-transporting ATPase activity	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Transport and binding proteins	Other	GO:0015439	heme-transporting ATPase activity	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Transport and binding proteins	Other	GO:0015886	heme transport	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Transport and binding proteins	Other	GO:0015886	heme transport	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01189	Transport and binding proteins	Other	GO:0015886	heme transport	ccmA: heme ABC exporter, ATP-binding protein CcmA	3.219831822083504	1.6428690095783245
T13	TIGR01190	Protein fate	Protein and peptide secretion and trafficking	GO:0015886	heme transport	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Protein fate	Protein and peptide secretion and trafficking	GO:0015886	heme transport	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Protein fate	Protein and peptide secretion and trafficking	GO:0015886	heme transport	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Protein fate	Protein and peptide secretion and trafficking	GO:0015232	heme transporter activity	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Protein fate	Protein and peptide secretion and trafficking	GO:0015232	heme transporter activity	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Protein fate	Protein and peptide secretion and trafficking	GO:0015232	heme transporter activity	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Transport and binding proteins	Other	GO:0015886	heme transport	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Transport and binding proteins	Other	GO:0015886	heme transport	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Transport and binding proteins	Other	GO:0015886	heme transport	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Transport and binding proteins	Other	GO:0015232	heme transporter activity	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Transport and binding proteins	Other	GO:0015232	heme transporter activity	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T13	TIGR01190	Transport and binding proteins	Other	GO:0015232	heme transporter activity	ccmB: heme exporter protein CcmB	3.219831822083504	1.6428690095783245
T131	TIGR01253	Transport and binding proteins	Other	GO:0005887	integral component of plasma membrane	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein	0.013159714463203985	0.021456730395613074
T131	TIGR01253	Transport and binding proteins	Other	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein	0.013159714463203985	0.021456730395613074
T131	TIGR01253	Transport and binding proteins	Other	GO:0015619	thiamine pyrophosphate-transporting ATPase activity	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein	0.013159714463203985	0.021456730395613074
T131	TIGR01253	Transport and binding proteins	Other	GO:0015888	thiamine transport	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein	0.013159714463203985	0.021456730395613074
T131	TIGR01253	Transport and binding proteins	Other	GO:0030974	thiamine pyrophosphate transmembrane transport	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein	0.013159714463203985	0.021456730395613074
T131	TIGR01253	Transport and binding proteins	Other	GO:0048502	thiamine-transporting ATPase activity	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein	0.013159714463203985	0.021456730395613074
T133	TIGR00836	Transport and binding proteins	Cations and iron carrying compounds	GO:0008519	ammonium transmembrane transporter activity	amt: ammonium transporter	4.862236510096094	19.97597308289444
T133	TIGR00836	Transport and binding proteins	Cations and iron carrying compounds	GO:0015696	ammonium transport	amt: ammonium transporter	4.862236510096094	19.97597308289444
T135	TIGR00859	Transport and binding proteins	Cations and iron carrying compounds	0	0	ENaC: sodium channel transporter	0.0	0.0
T139	TIGR00948	Transport and binding proteins	Amino acids, peptides and amines	0	0	2a75: L-lysine exporter	0.0	0.0
T14	TIGR01403	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	fliQ_rel_III: type III secretion protein, HrpO family	0.012496951704986242	0.0
T14	TIGR01403	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	fliQ_rel_III: type III secretion protein, HrpO family	0.012496951704986242	0.0
T14	TIGR01403	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	fliQ_rel_III: type III secretion protein, HrpO family	0.012496951704986242	0.0
T14	TIGR01403	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	fliQ_rel_III: type III secretion protein, HrpO family	0.012496951704986242	0.0
T14	TIGR01401	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	fliR_like_III: type III secretion apparatus protein SpaR/YscT/HrcT	0.012496951704986242	0.0
T14	TIGR01401	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	fliR_like_III: type III secretion apparatus protein SpaR/YscT/HrcT	0.012496951704986242	0.0
T14	TIGR01401	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	fliR_like_III: type III secretion apparatus protein SpaR/YscT/HrcT	0.012496951704986242	0.0
T14	TIGR01401	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	fliR_like_III: type III secretion apparatus protein SpaR/YscT/HrcT	0.012496951704986242	0.0
T140	TIGR00861	Transport and binding proteins	Unknown substrate	0	0	MIP: MIP family channel proteins	2.574827430110473	2.599344747800976
T141	TIGR00868	Transport and binding proteins	Anions	0	0	hCaCC: calcium-activated chloride channel protein 1	0.0	0.0
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0006810	transport	ECF_ATPase_1: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0006810	transport	ECF_ATPase_1: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	ECF_ATPase_1: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	ECF_ATPase_1: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0005524	ATP binding	ECF_ATPase_1: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0005524	ATP binding	ECF_ATPase_1: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0009898	cytoplasmic side of plasma membrane	ECF_ATPase_1: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0009898	cytoplasmic side of plasma membrane	ECF_ATPase_1: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0006810	transport	ECF_ATPase_2: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0006810	transport	ECF_ATPase_2: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	ECF_ATPase_2: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	ECF_ATPase_2: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0005524	ATP binding	ECF_ATPase_2: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0005524	ATP binding	ECF_ATPase_2: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0009898	cytoplasmic side of plasma membrane	ECF_ATPase_2: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0009898	cytoplasmic side of plasma membrane	ECF_ATPase_2: energy-coupling factor transporter ATPase	0.05867021090058785	0.061609305719686376
T147	TIGR04077	Regulatory functions	Protein interactions	0	0	expor_sig_YdyF: exported signaling peptide, YydF/SAG_2028 family	0.0	0.0
T15	TIGR01943	Energy metabolism	Electron transport	GO:0016020	membrane	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0016020	membrane	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0016020	membrane	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0016020	membrane	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0016020	membrane	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0016020	membrane	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01943	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfA: electron transport complex, RnfABCDGE type, A subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0016020	membrane	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0016020	membrane	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0016020	membrane	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0016020	membrane	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0016020	membrane	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0016020	membrane	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01945	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfC: electron transport complex, RnfABCDGE type, C subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0016021	integral component of membrane	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0016021	integral component of membrane	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0016021	integral component of membrane	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0016021	integral component of membrane	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0016021	integral component of membrane	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0016021	integral component of membrane	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01948	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfE: electron transport complex, RnfABCDGE type, E subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0016020	membrane	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0016020	membrane	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0016020	membrane	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0016020	membrane	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0016020	membrane	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0016020	membrane	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01946	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfD: electron transport complex, RnfABCDGE type, D subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0016020	membrane	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0016020	membrane	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0016020	membrane	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0016020	membrane	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0016020	membrane	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0016020	membrane	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01947	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfG: electron transport complex, RnfABCDGE type, G subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0016020	membrane	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0016020	membrane	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0016020	membrane	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0016020	membrane	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0016020	membrane	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0016020	membrane	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T15	TIGR01944	Energy metabolism	Electron transport	GO:0009055	electron transfer activity	rnfB: electron transport complex, RnfABCDGE type, B subunit	0.7896089455411804	0.3102237227029825
T154	TIGR00788	Cell envelope	Other	0	0	fbt: folate/biopterin transporter	0.4175998191860385	6.003981289546451
T158	TIGR03850	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0008643	carbohydrate transport	bind_CPR_0540: carbohydrate ABC transporter substrate-binding protein, CPR_0540 family	0.0	0.0
T158	TIGR03850	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0048030	disaccharide binding	bind_CPR_0540: carbohydrate ABC transporter substrate-binding protein, CPR_0540 family	0.0	0.0
T16	TIGR01106	Energy metabolism	ATP-proton motive force interconversion	0	0	ATPase-IIC_X-K: Na,H/K antiporter P-type ATPase, alpha subunit	0.3751115548581351	5.687360300034119
T16	TIGR01106	Energy metabolism	ATP-proton motive force interconversion	0	0	ATPase-IIC_X-K: Na,H/K antiporter P-type ATPase, alpha subunit	0.3751115548581351	5.687360300034119
T16	TIGR01106	Energy metabolism	ATP-proton motive force interconversion	0	0	ATPase-IIC_X-K: Na,H/K antiporter P-type ATPase, alpha subunit	0.3751115548581351	5.687360300034119
T169	TIGR00809	Protein fate	Protein and peptide secretion and trafficking	GO:0005737	cytoplasm	secB: protein-export chaperone SecB	1.010788372338212	2.6381434524499445
T169	TIGR00809	Protein fate	Protein and peptide secretion and trafficking	GO:0043952	protein transport by the Sec complex	secB: protein-export chaperone SecB	1.010788372338212	2.6381434524499445
T169	TIGR00809	Protein fate	Protein and peptide secretion and trafficking	GO:0050821	protein stabilization	secB: protein-export chaperone SecB	1.010788372338212	2.6381434524499445
T169	TIGR00809	Protein fate	Protein and peptide secretion and trafficking	GO:0051082	unfolded protein binding	secB: protein-export chaperone SecB	1.010788372338212	2.6381434524499445
T17	TIGR00966	Protein fate	Protein and peptide secretion and trafficking	GO:0043952	protein transport by the Sec complex	3a0501s07: protein-export membrane protein SecF	2.4231477830390302	7.277160338524642
T17	TIGR00966	Protein fate	Protein and peptide secretion and trafficking	GO:0043952	protein transport by the Sec complex	3a0501s07: protein-export membrane protein SecF	2.4231477830390302	7.277160338524642
T17	TIGR00966	Protein fate	Protein and peptide secretion and trafficking	GO:0043952	protein transport by the Sec complex	3a0501s07: protein-export membrane protein SecF	2.4231477830390302	7.277160338524642
T17	TIGR00966	Protein fate	Protein and peptide secretion and trafficking	GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	3a0501s07: protein-export membrane protein SecF	2.4231477830390302	7.277160338524642
