transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME
T60	TIGR02769	Transport and binding proteins	Cations and iron carrying compounds	GO:0015413	nickel-transporting ATPase activity	nickel_nikE: nickel import ATP-binding protein NikE
T60	TIGR02769	Transport and binding proteins	Cations and iron carrying compounds	GO:0015675	nickel cation transport	nickel_nikE: nickel import ATP-binding protein NikE
T60	TIGR02770	Transport and binding proteins	Cations and iron carrying compounds	GO:0043190	ATP-binding cassette (ABC) transporter complex	nickel_nikD: nickel import ATP-binding protein NikD
T60	TIGR02770	Transport and binding proteins	Cations and iron carrying compounds	GO:0005524	ATP binding	nickel_nikD: nickel import ATP-binding protein NikD
T60	TIGR02770	Transport and binding proteins	Cations and iron carrying compounds	GO:0009898	cytoplasmic side of plasma membrane	nickel_nikD: nickel import ATP-binding protein NikD
T60	TIGR02770	Transport and binding proteins	Cations and iron carrying compounds	GO:0015413	nickel-transporting ATPase activity	nickel_nikD: nickel import ATP-binding protein NikD
T60	TIGR02770	Transport and binding proteins	Cations and iron carrying compounds	GO:0015675	nickel cation transport	nickel_nikD: nickel import ATP-binding protein NikD
T61	TIGR00791	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005887	integral component of plasma membrane	gntP: transporter, gluconate:H+ symporter (GntP) family
T61	TIGR00791	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015295	solute:proton symporter activity	gntP: transporter, gluconate:H+ symporter (GntP) family
T61	TIGR00791	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015718	monocarboxylic acid transport	gntP: transporter, gluconate:H+ symporter (GntP) family
T62	TIGR00770	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0005887	integral component of plasma membrane	Dcu: transporter, anaerobic C4-dicarboxylate uptake (Dcu) family
T62	TIGR00770	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015556	C4-dicarboxylate transmembrane transporter activity	Dcu: transporter, anaerobic C4-dicarboxylate uptake (Dcu) family
T62	TIGR00770	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015740	C4-dicarboxylate transport	Dcu: transporter, anaerobic C4-dicarboxylate uptake (Dcu) family
T63	TIGR00774	Transport and binding proteins	Cations and iron carrying compounds	GO:0006814	sodium ion transport	NhaB: Na+/H+ antiporter NhaB
T63	TIGR00774	Transport and binding proteins	Cations and iron carrying compounds	GO:0006818	proton transport	NhaB: Na+/H+ antiporter NhaB
T63	TIGR00774	Transport and binding proteins	Cations and iron carrying compounds	GO:0015385	sodium:proton antiporter activity	NhaB: Na+/H+ antiporter NhaB
T65	TIGR01013	Transport and binding proteins	Cations and iron carrying compounds			2a58: sodium-dependent inorganic phosphate (Pi) transporter
T66	TIGR02454	Transport and binding proteins	Cations and iron carrying compounds	GO:0005887	integral component of plasma membrane	ECF_T_CbiQ: cobalt ECF transporter T component CbiQ
T66	TIGR02454	Transport and binding proteins	Cations and iron carrying compounds	GO:0043190	ATP-binding cassette (ABC) transporter complex	ECF_T_CbiQ: cobalt ECF transporter T component CbiQ
T66	TIGR02454	Transport and binding proteins	Cations and iron carrying compounds	GO:0006824	cobalt ion transport	ECF_T_CbiQ: cobalt ECF transporter T component CbiQ
T66	TIGR02454	Transport and binding proteins	Cations and iron carrying compounds	GO:0032778	cobalt-transporting ATPase activity	ECF_T_CbiQ: cobalt ECF transporter T component CbiQ
T67	TIGR00773	Transport and binding proteins	Cations and iron carrying compounds	GO:0006814	sodium ion transport	NhaA: Na+/H+ antiporter NhaA
T67	TIGR00773	Transport and binding proteins	Cations and iron carrying compounds	GO:0006818	proton transport	NhaA: Na+/H+ antiporter NhaA
T67	TIGR00773	Transport and binding proteins	Cations and iron carrying compounds	GO:0015385	sodium:proton antiporter activity	NhaA: Na+/H+ antiporter NhaA
T68	TIGR00383	Transport and binding proteins	Cations and iron carrying compounds	GO:0006824	cobalt ion transport	corA: magnesium and cobalt transport protein CorA
T68	TIGR00383	Transport and binding proteins	Cations and iron carrying compounds	GO:0015087	cobalt ion transmembrane transporter activity	corA: magnesium and cobalt transport protein CorA
T68	TIGR00383	Transport and binding proteins	Cations and iron carrying compounds	GO:0015095	magnesium ion transmembrane transporter activity	corA: magnesium and cobalt transport protein CorA
T68	TIGR00383	Transport and binding proteins	Cations and iron carrying compounds	GO:0015693	magnesium ion transport	corA: magnesium and cobalt transport protein CorA
T69	TIGR00220	Cellular processes	Adaptations to atypical conditions	GO:0006810	transport	mscL: large conductance mechanosensitive channel protein
T69	TIGR00220	Cellular processes	Adaptations to atypical conditions	GO:0022833	mechanosensitive ion channel activity	mscL: large conductance mechanosensitive channel protein
T70	TIGR00860	Transport and binding proteins	Cations and iron carrying compounds			LIC: cation transporter family protein
T71	TIGR00926	Transport and binding proteins	Amino acids, peptides and amines			2A1704: oligopeptide transporter, peptide:H+ symporter
T71	TIGR00924	Transport and binding proteins	Amino acids, peptides and amines	GO:0016020	membrane	yjdL_sub1_fam: amino acid/peptide transporter (Peptide:H+ symporter)
T71	TIGR00924	Transport and binding proteins	Amino acids, peptides and amines	GO:0015333	peptide:proton symporter activity	yjdL_sub1_fam: amino acid/peptide transporter (Peptide:H+ symporter)
T71	TIGR00924	Transport and binding proteins	Amino acids, peptides and amines	GO:0015833	peptide transport	yjdL_sub1_fam: amino acid/peptide transporter (Peptide:H+ symporter)
T72	TIGR01256	Transport and binding proteins	Anions	GO:0030288	outer membrane-bounded periplasmic space	modA: molybdate ABC transporter, periplasmic molybdate-binding protein
T72	TIGR01256	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	modA: molybdate ABC transporter, periplasmic molybdate-binding protein
T72	TIGR01256	Transport and binding proteins	Anions	GO:0031362	anchored component of external side of plasma membrane	modA: molybdate ABC transporter, periplasmic molybdate-binding protein
T72	TIGR01256	Transport and binding proteins	Anions	GO:0015412	ATPase-coupled molybdate transmembrane transporter activity	modA: molybdate ABC transporter, periplasmic molybdate-binding protein
T72	TIGR01256	Transport and binding proteins	Anions	GO:0015689	molybdate ion transport	modA: molybdate ABC transporter, periplasmic molybdate-binding protein
T72	TIGR01256	Transport and binding proteins	Anions	GO:0030973	molybdate ion binding	modA: molybdate ABC transporter, periplasmic molybdate-binding protein
T73	TIGR00345	Hypothetical proteins	Conserved	GO:0016887	ATPase activity	GET3_arsA_TRC40: transport-energizing ATPase, TRC40/GET3/ArsA family
T76	TIGR01846	Protein fate	Protein and peptide secretion and trafficking	GO:0030253	protein secretion by the type I secretion system	type_I_sec_HlyB: type I secretion system ATPase
T79	TIGR00968	Transport and binding proteins	Anions	GO:0008272	sulfate transport	3a0106s01: sulfate ABC transporter, ATP-binding protein
T79	TIGR00968	Transport and binding proteins	Anions	GO:0005524	ATP binding	3a0106s01: sulfate ABC transporter, ATP-binding protein
T79	TIGR00968	Transport and binding proteins	Anions	GO:0009898	cytoplasmic side of plasma membrane	3a0106s01: sulfate ABC transporter, ATP-binding protein
T79	TIGR00968	Transport and binding proteins	Anions	GO:0015419	ATPase-coupled sulfate transmembrane transporter activity	3a0106s01: sulfate ABC transporter, ATP-binding protein
T79	TIGR00968	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3a0106s01: sulfate ABC transporter, ATP-binding protein
T82	TIGR03923	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_EccE: type VII secretion protein EccE
T83	TIGR03920	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_EccD: type VII secretion integral membrane protein EccD
T83	TIGR03920	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7SS_EccD: type VII secretion integral membrane protein EccD
T84	TIGR00932	Transport and binding proteins	Cations and iron carrying compounds	GO:0006812	cation transport	2a37: transporter, monovalent cation:proton antiporter-2 (CPA2) family
T84	TIGR00932	Transport and binding proteins	Cations and iron carrying compounds	GO:0016021	integral component of membrane	2a37: transporter, monovalent cation:proton antiporter-2 (CPA2) family
T84	TIGR00932	Transport and binding proteins	Cations and iron carrying compounds	GO:0005451	monovalent cation:proton antiporter activity	2a37: transporter, monovalent cation:proton antiporter-2 (CPA2) family
T84	TIGR00932	Transport and binding proteins	Cations and iron carrying compounds	GO:0015992	proton transport	2a37: transporter, monovalent cation:proton antiporter-2 (CPA2) family
T85	TIGR00797	Transport and binding proteins	Other	GO:0015238	drug transmembrane transporter activity	matE: MATE efflux family protein
T85	TIGR00797	Transport and binding proteins	Other	GO:0006855	drug transmembrane transport	matE: MATE efflux family protein
T85	TIGR00797	Transport and binding proteins	Other	GO:0042493	response to drug	matE: MATE efflux family protein
T85	TIGR00797	Transport and binding proteins	Other	GO:0016020	membrane	matE: MATE efflux family protein
T86	TIGR03919	Protein fate	Protein and peptide secretion and trafficking	GO:0009306	protein secretion	T7SS_EccB: type VII secretion protein EccB
T86	TIGR03919	Protein fate	Protein and peptide secretion and trafficking	GO:0003674	molecular_function	T7SS_EccB: type VII secretion protein EccB
T90	TIGR02141	Transport and binding proteins	Anions	GO:0005887	integral component of plasma membrane	modB_ABC: molybdate ABC transporter, permease protein
T90	TIGR02141	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	modB_ABC: molybdate ABC transporter, permease protein
T90	TIGR02141	Transport and binding proteins	Anions	GO:0015412	ATPase-coupled molybdate transmembrane transporter activity	modB_ABC: molybdate ABC transporter, permease protein
T90	TIGR02141	Transport and binding proteins	Anions	GO:0015689	molybdate ion transport	modB_ABC: molybdate ABC transporter, permease protein
T94	TIGR00801	Transport and binding proteins	Nucleosides, purines and pyrimidines	GO:0016021	integral component of membrane	ncs2: uracil-xanthine permease
T94	TIGR00801	Transport and binding proteins	Nucleosides, purines and pyrimidines	GO:0015205	nucleobase transmembrane transporter activity	ncs2: uracil-xanthine permease
T94	TIGR00801	Transport and binding proteins	Nucleosides, purines and pyrimidines	GO:0015851	nucleobase transport	ncs2: uracil-xanthine permease
T97	TIGR00949	Transport and binding proteins	Amino acids, peptides and amines			2A76: homoserine/Threonine efflux protein
T100	TIGR01276	Transport and binding proteins	Other	GO:0030288	outer membrane-bounded periplasmic space	thiB: thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein
T100	TIGR01276	Transport and binding proteins	Other	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	thiB: thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein
T100	TIGR01276	Transport and binding proteins	Other	GO:0015619	thiamine pyrophosphate-transporting ATPase activity	thiB: thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein
T100	TIGR01276	Transport and binding proteins	Other	GO:0015888	thiamine transport	thiB: thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein
T100	TIGR01276	Transport and binding proteins	Other	GO:0030974	thiamine pyrophosphate transmembrane transport	thiB: thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein
T100	TIGR01276	Transport and binding proteins	Other	GO:0048502	thiamine-transporting ATPase activity	thiB: thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein
T100	TIGR01276	Transport and binding proteins	Other	GO:0009897	external side of plasma membrane	thiB: thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein
T100	TIGR01276	Transport and binding proteins	Other	GO:0030975	thiamine binding	thiB: thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein
T100	TIGR01276	Transport and binding proteins	Other	GO:0030976	thiamine pyrophosphate binding	thiB: thiamin/thiamin pyrophosphate ABC transporter, thiamin/thiamin pyrophospate-binding protein
T100	TIGR01254	Transport and binding proteins	Other	GO:0030288	outer membrane-bounded periplasmic space	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
T100	TIGR01254	Transport and binding proteins	Other	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
T100	TIGR01254	Transport and binding proteins	Other	GO:0015619	thiamine pyrophosphate-transporting ATPase activity	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
T100	TIGR01254	Transport and binding proteins	Other	GO:0015888	thiamine transport	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
T100	TIGR01254	Transport and binding proteins	Other	GO:0030974	thiamine pyrophosphate transmembrane transport	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
T100	TIGR01254	Transport and binding proteins	Other	GO:0048502	thiamine-transporting ATPase activity	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
T100	TIGR01254	Transport and binding proteins	Other	GO:0009897	external side of plasma membrane	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
T100	TIGR01254	Transport and binding proteins	Other	GO:0030975	thiamine binding	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
T100	TIGR01254	Transport and binding proteins	Other	GO:0030976	thiamine pyrophosphate binding	sfuA: ABC transporter periplasmic binding protein, thiB subfamily
T101	TIGR01277	Transport and binding proteins	Other	GO:0005524	ATP binding	thiQ: thiamine ABC transporter, ATP-binding protein
T101	TIGR01277	Transport and binding proteins	Other	GO:0009898	cytoplasmic side of plasma membrane	thiQ: thiamine ABC transporter, ATP-binding protein
T101	TIGR01277	Transport and binding proteins	Other	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	thiQ: thiamine ABC transporter, ATP-binding protein
T101	TIGR01277	Transport and binding proteins	Other	GO:0015619	thiamine pyrophosphate-transporting ATPase activity	thiQ: thiamine ABC transporter, ATP-binding protein
T101	TIGR01277	Transport and binding proteins	Other	GO:0015888	thiamine transport	thiQ: thiamine ABC transporter, ATP-binding protein
T101	TIGR01277	Transport and binding proteins	Other	GO:0030974	thiamine pyrophosphate transmembrane transport	thiQ: thiamine ABC transporter, ATP-binding protein
T101	TIGR01277	Transport and binding proteins	Other	GO:0048502	thiamine-transporting ATPase activity	thiQ: thiamine ABC transporter, ATP-binding protein
T102	TIGR00985	Transport and binding proteins	Amino acids, peptides and amines			3a0801s04tom: mitochondrial import receptor subunit
T103	TIGR00870	Transport and binding proteins	Cations and iron carrying compounds			trp: transient-receptor-potential calcium channel protein
T104	TIGR01625	Transport and binding proteins	Unknown substrate			YidE_YbjL_dupl: AspT/YidE/YbjL antiporter duplication domain
T106	TIGR02142	Transport and binding proteins	Anions	GO:0005524	ATP binding	modC_ABC: molybdate ABC transporter, ATP-binding protein
T106	TIGR02142	Transport and binding proteins	Anions	GO:0009898	cytoplasmic side of plasma membrane	modC_ABC: molybdate ABC transporter, ATP-binding protein
T106	TIGR02142	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	modC_ABC: molybdate ABC transporter, ATP-binding protein
T106	TIGR02142	Transport and binding proteins	Anions	GO:0015412	ATPase-coupled molybdate transmembrane transporter activity	modC_ABC: molybdate ABC transporter, ATP-binding protein
T106	TIGR02142	Transport and binding proteins	Anions	GO:0015689	molybdate ion transport	modC_ABC: molybdate ABC transporter, ATP-binding protein
T107	TIGR01197	Transport and binding proteins	Cations and iron carrying compounds	GO:0005887	integral component of plasma membrane	nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family
T107	TIGR01197	Transport and binding proteins	Cations and iron carrying compounds	GO:0030001	metal ion transport	nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family
T107	TIGR01197	Transport and binding proteins	Cations and iron carrying compounds	GO:0046873	metal ion transmembrane transporter activity	nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family
T109	TIGR00056	Hypothetical proteins	Conserved			TIGR00056: ABC transport permease subunit
T110	TIGR01711			GO:0008565	protein transporter activity	gspJ: type II secretion system protein J
T110	TIGR01711			GO:0015627	type II protein secretion system complex	gspJ: type II secretion system protein J
T110	TIGR01711			GO:0015628	protein secretion by the type II secretion system	gspJ: type II secretion system protein J
T111	TIGR01709	Protein fate	Protein and peptide secretion and trafficking	GO:0008565	protein transporter activity	typeII_sec_gspL: type II secretion system protein L
T111	TIGR01709	Protein fate	Protein and peptide secretion and trafficking	GO:0015627	type II protein secretion system complex	typeII_sec_gspL: type II secretion system protein L
T111	TIGR01709	Protein fate	Protein and peptide secretion and trafficking	GO:0015628	protein secretion by the type II secretion system	typeII_sec_gspL: type II secretion system protein L
T112	TIGR00792	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0006812	cation transport	gph: sugar (Glycoside-Pentoside-Hexuronide) transporter
T112	TIGR00792	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0008643	carbohydrate transport	gph: sugar (Glycoside-Pentoside-Hexuronide) transporter
T112	TIGR00792	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015486	glycoside-pentoside-hexuronide:cation symporter activity	gph: sugar (Glycoside-Pentoside-Hexuronide) transporter
T112	TIGR00792	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0016021	integral component of membrane	gph: sugar (Glycoside-Pentoside-Hexuronide) transporter
T113	TIGR01065			GO:0015267	channel activity	hlyIII: channel protein, hemolysin III family
T113	TIGR01065			GO:0019835	cytolysis	hlyIII: channel protein, hemolysin III family
T115	TIGR02315	Transport and binding proteins	Anions	GO:0005524	ATP binding	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
T115	TIGR02315	Transport and binding proteins	Anions	GO:0009898	cytoplasmic side of plasma membrane	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
T115	TIGR02315	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
T115	TIGR02315	Transport and binding proteins	Anions	GO:0015416	ATPase-coupled organic phosphonate transmembrane transporter activity	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
T115	TIGR02315	Transport and binding proteins	Anions	GO:0015716	organic phosphonate transport	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
T116	TIGR01102	Protein fate	Protein and peptide secretion and trafficking	GO:0009405	pathogenesis	yscR: type III secretion apparatus protein, YscR/HrcR family
T116	TIGR01102	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	yscR: type III secretion apparatus protein, YscR/HrcR family
T116	TIGR01102	Protein fate	Protein and peptide secretion and trafficking	GO:0030257	type III protein secretion system complex	yscR: type III secretion apparatus protein, YscR/HrcR family
T116	TIGR01102	Cellular processes	Pathogenesis	GO:0009405	pathogenesis	yscR: type III secretion apparatus protein, YscR/HrcR family
T116	TIGR01102	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	yscR: type III secretion apparatus protein, YscR/HrcR family
T116	TIGR01102	Cellular processes	Pathogenesis	GO:0030257	type III protein secretion system complex	yscR: type III secretion apparatus protein, YscR/HrcR family
T117	TIGR01399	Protein fate	Protein and peptide secretion and trafficking			hrcV: type III secretion protein, HrcV family
T117	TIGR01399	Cellular processes	Pathogenesis			hrcV: type III secretion protein, HrcV family
T120	TIGR00793	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015649	2-keto-3-deoxygluconate:proton symporter activity	kdgT: 2-keto-3-deoxygluconate transporter
T120	TIGR00793	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0046411	2-keto-3-deoxygluconate transport	kdgT: 2-keto-3-deoxygluconate transporter
T122	TIGR04409	Transport and binding proteins	Other	GO:0015920	lipopolysaccharide transport	LptC_YrbK: LPS export ABC transporter periplasmic protein LptC
T122	TIGR04409	Transport and binding proteins	Other	GO:0015221	lipopolysaccharide transmembrane transporter activity	LptC_YrbK: LPS export ABC transporter periplasmic protein LptC
T122	TIGR04409	Transport and binding proteins	Other	GO:0005886	plasma membrane	LptC_YrbK: LPS export ABC transporter periplasmic protein LptC
T122	TIGR04409	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015920	lipopolysaccharide transport	LptC_YrbK: LPS export ABC transporter periplasmic protein LptC
T122	TIGR04409	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015221	lipopolysaccharide transmembrane transporter activity	LptC_YrbK: LPS export ABC transporter periplasmic protein LptC
T122	TIGR04409	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0005886	plasma membrane	LptC_YrbK: LPS export ABC transporter periplasmic protein LptC
T123	TIGR03002	Transport and binding proteins	Other	GO:0043190	ATP-binding cassette (ABC) transporter complex	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
T123	TIGR03002	Transport and binding proteins	Other	GO:0030288	outer membrane-bounded periplasmic space	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
T123	TIGR03002	Transport and binding proteins	Other	GO:0001530	lipopolysaccharide binding	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
T123	TIGR03002	Transport and binding proteins	Other	GO:0015920	lipopolysaccharide transport	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
T123	TIGR03002	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0043190	ATP-binding cassette (ABC) transporter complex	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
T123	TIGR03002	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0030288	outer membrane-bounded periplasmic space	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
T123	TIGR03002	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0001530	lipopolysaccharide binding	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
T123	TIGR03002	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0015920	lipopolysaccharide transport	outer_YhbN_LptA: lipopolysaccharide transport periplasmic protein LptA
T124	TIGR00799	Transport and binding proteins	Unknown substrate			mtp: Golgi 4-transmembrane spanning transporter
T125	TIGR01010	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015161	capsular polysaccharide transmembrane transporter activity	BexC_CtrB_KpsE: polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family
T125	TIGR01010	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0015776	capsular polysaccharide transport	BexC_CtrB_KpsE: polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family
T128	TIGR01845	Cellular processes	Detoxification	GO:0006810	transport	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
T128	TIGR01845	Cellular processes	Detoxification	GO:0009279	cell outer membrane	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
T128	TIGR01845	Cellular processes	Detoxification	GO:0015288	porin activity	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
T128	TIGR01845	Transport and binding proteins	Porins	GO:0006810	transport	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
T128	TIGR01845	Transport and binding proteins	Porins	GO:0009279	cell outer membrane	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
T128	TIGR01845	Transport and binding proteins	Porins	GO:0015288	porin activity	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
T129	TIGR01192	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			chvA: glucan exporter ATP-binding protein
T131	TIGR01253	Transport and binding proteins	Other	GO:0005887	integral component of plasma membrane	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein
T131	TIGR01253	Transport and binding proteins	Other	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein
T131	TIGR01253	Transport and binding proteins	Other	GO:0015619	thiamine pyrophosphate-transporting ATPase activity	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein
T131	TIGR01253	Transport and binding proteins	Other	GO:0015888	thiamine transport	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein
T131	TIGR01253	Transport and binding proteins	Other	GO:0030974	thiamine pyrophosphate transmembrane transport	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein
T131	TIGR01253	Transport and binding proteins	Other	GO:0048502	thiamine-transporting ATPase activity	thiP: thiamine/thiamine pyrophosphate ABC transporter, permease protein
T133	TIGR00836	Transport and binding proteins	Cations and iron carrying compounds	GO:0008519	ammonium transmembrane transporter activity	amt: ammonium transporter
T133	TIGR00836	Transport and binding proteins	Cations and iron carrying compounds	GO:0015696	ammonium transport	amt: ammonium transporter
T135	TIGR00859	Transport and binding proteins	Cations and iron carrying compounds			ENaC: sodium channel transporter
T139	TIGR00948	Transport and binding proteins	Amino acids, peptides and amines			2a75: L-lysine exporter
T140	TIGR00861	Transport and binding proteins	Unknown substrate			MIP: MIP family channel proteins
T141	TIGR00868	Transport and binding proteins	Anions			hCaCC: calcium-activated chloride channel protein 1
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0006810	transport	ECF_ATPase_1: energy-coupling factor transporter ATPase
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	ECF_ATPase_1: energy-coupling factor transporter ATPase
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0005524	ATP binding	ECF_ATPase_1: energy-coupling factor transporter ATPase
T143	TIGR04520	Transport and binding proteins	Unknown substrate	GO:0009898	cytoplasmic side of plasma membrane	ECF_ATPase_1: energy-coupling factor transporter ATPase
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0006810	transport	ECF_ATPase_2: energy-coupling factor transporter ATPase
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	ECF_ATPase_2: energy-coupling factor transporter ATPase
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0005524	ATP binding	ECF_ATPase_2: energy-coupling factor transporter ATPase
T143	TIGR04521	Transport and binding proteins	Unknown substrate	GO:0009898	cytoplasmic side of plasma membrane	ECF_ATPase_2: energy-coupling factor transporter ATPase
T147	TIGR04077	Regulatory functions	Protein interactions			expor_sig_YdyF: exported signaling peptide, YydF/SAG_2028 family
T154	TIGR00788	Cell envelope	Other			fbt: folate/biopterin transporter
T158	TIGR03850	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0008643	carbohydrate transport	bind_CPR_0540: carbohydrate ABC transporter substrate-binding protein, CPR_0540 family
T158	TIGR03850	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	GO:0048030	disaccharide binding	bind_CPR_0540: carbohydrate ABC transporter substrate-binding protein, CPR_0540 family
T169	TIGR00809	Protein fate	Protein and peptide secretion and trafficking	GO:0005737	cytoplasm	secB: protein-export chaperone SecB
T169	TIGR00809	Protein fate	Protein and peptide secretion and trafficking	GO:0043952	protein transport by the Sec complex	secB: protein-export chaperone SecB
T169	TIGR00809	Protein fate	Protein and peptide secretion and trafficking	GO:0050821	protein stabilization	secB: protein-export chaperone SecB
T169	TIGR00809	Protein fate	Protein and peptide secretion and trafficking	GO:0051082	unfolded protein binding	secB: protein-export chaperone SecB
T172	TIGR00881	Transport and binding proteins	Carbohydrates, organic alcohols, and acids			2A0104: phosphoglycerate transporter family protein
T175	TIGR02500	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	type_III_yscD: type III secretion apparatus protein, YscD/HrpQ family
